title,main_author,publication_year,country,design,subpopulation_studied,condition_name,outcome_name,stat_name,findings
"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Black MSM,Depression,Substance use,Latent Transition Analysis,"Using latent transition analysis, three profiles of high-risk syndemic status with different proportions of syndemic factors and a low risk profile were identified. Moreover, social support strongly moderated the association between these profiles and substance use at 12 months in that BMSM with better social support had more chance to stay in the low risk profile or to transition from high risk to low risk."
"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Black MSM,Substance use,Substance use,Latent Transition Analysis,"Using latent transition analysis, three profiles of high-risk syndemic status with different proportions of syndemic factors and a low risk profile were identified. Moreover, social support strongly moderated the association between these profiles and substance use at 12 months in that BMSM with better social support had more chance to stay in the low risk profile or to transition from high risk to low risk."
"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Black MSM,IPV,Substance use,Latent Transition Analysis,"Using latent transition analysis, three profiles of high-risk syndemic status with different proportions of syndemic factors and a low risk profile were identified. Moreover, social support strongly moderated the association between these profiles and substance use at 12 months in that BMSM with better social support had more chance to stay in the low risk profile or to transition from high risk to low risk."
"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Black MSM,Internalised homophobia,Substance use,Latent Transition Analysis,"Using latent transition analysis, three profiles of high-risk syndemic status with different proportions of syndemic factors and a low risk profile were identified. Moreover, social support strongly moderated the association between these profiles and substance use at 12 months in that BMSM with better social support had more chance to stay in the low risk profile or to transition from high risk to low risk."
"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Black MSM,Discrimination,Substance use,Latent Transition Analysis,"Using latent transition analysis, three profiles of high-risk syndemic status with different proportions of syndemic factors and a low risk profile were identified. Moreover, social support strongly moderated the association between these profiles and substance use at 12 months in that BMSM with better social support had more chance to stay in the low risk profile or to transition from high risk to low risk."
"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Black MSM,Poor social support,Substance use,Latent Transition Analysis,"Using latent transition analysis, three profiles of high-risk syndemic status with different proportions of syndemic factors and a low risk profile were identified. Moreover, social support strongly moderated the association between these profiles and substance use at 12 months in that BMSM with better social support had more chance to stay in the low risk profile or to transition from high risk to low risk."
"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Black MSM,Experience of trauma,Substance use,Latent Transition Analysis,"Using latent transition analysis, three profiles of high-risk syndemic status with different proportions of syndemic factors and a low risk profile were identified. Moreover, social support strongly moderated the association between these profiles and substance use at 12 months in that BMSM with better social support had more chance to stay in the low risk profile or to transition from high risk to low risk."
"Alcohol consumption, substance use, and depression in relation to HIV Pre-Exposure Prophylaxis (PrEP) nonadherence among gay, bisexual, and other men-who-have-sex-with-men.",Shuper et al.,2020,Canada,Cross-sectional,,Depression,PrEP use,Significant product term ,"Problematic alcohol use and cocaine use were found to be additively associated with PrEP nonadherence but no synergy were found between these two conditions. Furthermore, depression was not shown to be associated with PrEP nonadherence in this sample"
"Alcohol consumption, substance use, and depression in relation to HIV Pre-Exposure Prophylaxis (PrEP) nonadherence among gay, bisexual, and other men-who-have-sex-with-men.",Shuper et al.,2020,Canada,Cross-sectional,,Depression,PrEP use,Regression analysis using summation score,"Problematic alcohol use and cocaine use were found to be additively associated with PrEP nonadherence but no synergy were found between these two conditions. Furthermore, depression was not shown to be associated with PrEP nonadherence in this sample"
"Alcohol consumption, substance use, and depression in relation to HIV Pre-Exposure Prophylaxis (PrEP) nonadherence among gay, bisexual, and other men-who-have-sex-with-men.",Shuper et al.,2020,Canada,Cross-sectional,,Substance use,PrEP use,Significant product term ,"Problematic alcohol use and cocaine use were found to be additively associated with PrEP nonadherence but no synergy were found between these two conditions. Furthermore, depression was not shown to be associated with PrEP nonadherence in this sample"
"Alcohol consumption, substance use, and depression in relation to HIV Pre-Exposure Prophylaxis (PrEP) nonadherence among gay, bisexual, and other men-who-have-sex-with-men.",Shuper et al.,2020,Canada,Cross-sectional,,Substance use,PrEP use,Regression analysis using summation score,"Problematic alcohol use and cocaine use were found to be additively associated with PrEP nonadherence but no synergy were found between these two conditions. Furthermore, depression was not shown to be associated with PrEP nonadherence in this sample"
"Alcohol consumption, substance use, and depression in relation to HIV Pre-Exposure Prophylaxis (PrEP) nonadherence among gay, bisexual, and other men-who-have-sex-with-men.",Shuper et al.,2020,Canada,Cross-sectional,,Alcohol Use Disorder,PrEP use,Significant product term ,"Problematic alcohol use and cocaine use were found to be additively associated with PrEP nonadherence but no synergy were found between these two conditions. Furthermore, depression was not shown to be associated with PrEP nonadherence in this sample"
"Alcohol consumption, substance use, and depression in relation to HIV Pre-Exposure Prophylaxis (PrEP) nonadherence among gay, bisexual, and other men-who-have-sex-with-men.",Shuper et al.,2020,Canada,Cross-sectional,,Alcohol Use Disorder,PrEP use,Regression analysis using summation score,"Problematic alcohol use and cocaine use were found to be additively associated with PrEP nonadherence but no synergy were found between these two conditions. Furthermore, depression was not shown to be associated with PrEP nonadherence in this sample"
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Depression,STI diagnosis,Mediation Analysis,Different syndemic profiles were found for BMSMO and BMSMW. Furthermore BMSMO had higher STI incidence compared to BMSMW and this difference in incidence was partly mediated by high risk sexual behaviors.
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Depression,STI diagnosis,Latent Class Analysis,Different syndemic profiles were found for BMSMO and BMSMW. Furthermore BMSMO had higher STI incidence compared to BMSMW and this difference in incidence was partly mediated by high risk sexual behaviors.
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Substance use,STI diagnosis,Mediation Analysis,Different syndemic profiles were found for BMSMO and BMSMW. Furthermore BMSMO had higher STI incidence compared to BMSMW and this difference in incidence was partly mediated by high risk sexual behaviors.
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Substance use,STI diagnosis,Latent Class Analysis,Different syndemic profiles were found for BMSMO and BMSMW. Furthermore BMSMO had higher STI incidence compared to BMSMW and this difference in incidence was partly mediated by high risk sexual behaviors.
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,IPV,STI diagnosis,Mediation Analysis,Different syndemic profiles were found for BMSMO and BMSMW. Furthermore BMSMO had higher STI incidence compared to BMSMW and this difference in incidence was partly mediated by high risk sexual behaviors.
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,IPV,STI diagnosis,Latent Class Analysis,Different syndemic profiles were found for BMSMO and BMSMW. Furthermore BMSMO had higher STI incidence compared to BMSMW and this difference in incidence was partly mediated by high risk sexual behaviors.
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Binge drinking,STI diagnosis,Mediation Analysis,Different syndemic profiles were found for BMSMO and BMSMW. Furthermore BMSMO had higher STI incidence compared to BMSMW and this difference in incidence was partly mediated by high risk sexual behaviors.
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Binge drinking,STI diagnosis,Latent Class Analysis,Different syndemic profiles were found for BMSMO and BMSMW. Furthermore BMSMO had higher STI incidence compared to BMSMW and this difference in incidence was partly mediated by high risk sexual behaviors.
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Incarceration,STI diagnosis,Mediation Analysis,Different syndemic profiles were found for BMSMO and BMSMW. Furthermore BMSMO had higher STI incidence compared to BMSMW and this difference in incidence was partly mediated by high risk sexual behaviors.
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Incarceration,STI diagnosis,Latent Class Analysis,Different syndemic profiles were found for BMSMO and BMSMW. Furthermore BMSMO had higher STI incidence compared to BMSMW and this difference in incidence was partly mediated by high risk sexual behaviors.
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Discrimination,STI diagnosis,Mediation Analysis,Different syndemic profiles were found for BMSMO and BMSMW. Furthermore BMSMO had higher STI incidence compared to BMSMW and this difference in incidence was partly mediated by high risk sexual behaviors.
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Discrimination,STI diagnosis,Latent Class Analysis,Different syndemic profiles were found for BMSMO and BMSMW. Furthermore BMSMO had higher STI incidence compared to BMSMW and this difference in incidence was partly mediated by high risk sexual behaviors.
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Experience of trauma,STI diagnosis,Mediation Analysis,Different syndemic profiles were found for BMSMO and BMSMW. Furthermore BMSMO had higher STI incidence compared to BMSMW and this difference in incidence was partly mediated by high risk sexual behaviors.
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Experience of trauma,STI diagnosis,Latent Class Analysis,Different syndemic profiles were found for BMSMO and BMSMW. Furthermore BMSMO had higher STI incidence compared to BMSMW and this difference in incidence was partly mediated by high risk sexual behaviors.
Syndemic profiles and sexual minority men's hiv-risk behavior: A latent class analysis.,Scheer et al.,2021,USA,Cross-sectional,,Suicidality,Sexual risk behaviors,Latent Class Analysis,"Four classes of syndemic conditions were identified and class membership was associated with HIV risk behaviors. Notably, the MSM concurrently engaging in polysubstance use and living with HIV engaged in more HIV risk behaviors while MSM presenting higher levels of alcohol misuses demonstrated reduced HIV risk behaviors."
Syndemic profiles and sexual minority men's hiv-risk behavior: A latent class analysis.,Scheer et al.,2021,USA,Cross-sectional,,Polysubstance use,Sexual risk behaviors,Latent Class Analysis,"Four classes of syndemic conditions were identified and class membership was associated with HIV risk behaviors. Notably, the MSM concurrently engaging in polysubstance use and living with HIV engaged in more HIV risk behaviors while MSM presenting higher levels of alcohol misuses demonstrated reduced HIV risk behaviors."
Syndemic profiles and sexual minority men's hiv-risk behavior: A latent class analysis.,Scheer et al.,2021,USA,Cross-sectional,,Alcohol Use Disorder,Sexual risk behaviors,Latent Class Analysis,"Four classes of syndemic conditions were identified and class membership was associated with HIV risk behaviors. Notably, the MSM concurrently engaging in polysubstance use and living with HIV engaged in more HIV risk behaviors while MSM presenting higher levels of alcohol misuses demonstrated reduced HIV risk behaviors."
Syndemic profiles and sexual minority men's hiv-risk behavior: A latent class analysis.,Scheer et al.,2021,USA,Cross-sectional,,HIV,Sexual risk behaviors,Latent Class Analysis,"Four classes of syndemic conditions were identified and class membership was associated with HIV risk behaviors. Notably, the MSM concurrently engaging in polysubstance use and living with HIV engaged in more HIV risk behaviors while MSM presenting higher levels of alcohol misuses demonstrated reduced HIV risk behaviors."
Syndemic health disparities and sexually transmitted infection burden among black men who have sex with men engaged in sex work in the u.S.,Chandler et al.,2020,USA,Cross-sectional,Black MSM involved in Sex Work,Depression,STI diagnosis,Structural Equation Modeling,"In this sample of BMSM engaged in sex work, there were a direct relationship between syndemic conditions and engagement in sex work as well as between engagement in sex work and past-year STI diagnosis. Furthermore, syndemic conditions were found to partially mediate the relationship between engagement in sex work and past-year STI, accounting for 64,2% of this relationship."
Syndemic health disparities and sexually transmitted infection burden among black men who have sex with men engaged in sex work in the u.S.,Chandler et al.,2020,USA,Cross-sectional,Black MSM involved in Sex Work,Depression,STI diagnosis,Mediation Analysis,"In this sample of BMSM engaged in sex work, there were a direct relationship between syndemic conditions and engagement in sex work as well as between engagement in sex work and past-year STI diagnosis. Furthermore, syndemic conditions were found to partially mediate the relationship between engagement in sex work and past-year STI, accounting for 64,2% of this relationship."
Syndemic health disparities and sexually transmitted infection burden among black men who have sex with men engaged in sex work in the u.S.,Chandler et al.,2020,USA,Cross-sectional,Black MSM involved in Sex Work,IPV,STI diagnosis,Structural Equation Modeling,"In this sample of BMSM engaged in sex work, there were a direct relationship between syndemic conditions and engagement in sex work as well as between engagement in sex work and past-year STI diagnosis. Furthermore, syndemic conditions were found to partially mediate the relationship between engagement in sex work and past-year STI, accounting for 64,2% of this relationship."
Syndemic health disparities and sexually transmitted infection burden among black men who have sex with men engaged in sex work in the u.S.,Chandler et al.,2020,USA,Cross-sectional,Black MSM involved in Sex Work,IPV,STI diagnosis,Mediation Analysis,"In this sample of BMSM engaged in sex work, there were a direct relationship between syndemic conditions and engagement in sex work as well as between engagement in sex work and past-year STI diagnosis. Furthermore, syndemic conditions were found to partially mediate the relationship between engagement in sex work and past-year STI, accounting for 64,2% of this relationship."
Syndemic health disparities and sexually transmitted infection burden among black men who have sex with men engaged in sex work in the u.S.,Chandler et al.,2020,USA,Cross-sectional,Black MSM involved in Sex Work,Polysubstance use,STI diagnosis,Structural Equation Modeling,"In this sample of BMSM engaged in sex work, there were a direct relationship between syndemic conditions and engagement in sex work as well as between engagement in sex work and past-year STI diagnosis. Furthermore, syndemic conditions were found to partially mediate the relationship between engagement in sex work and past-year STI, accounting for 64,2% of this relationship."
Syndemic health disparities and sexually transmitted infection burden among black men who have sex with men engaged in sex work in the u.S.,Chandler et al.,2020,USA,Cross-sectional,Black MSM involved in Sex Work,Polysubstance use,STI diagnosis,Mediation Analysis,"In this sample of BMSM engaged in sex work, there were a direct relationship between syndemic conditions and engagement in sex work as well as between engagement in sex work and past-year STI diagnosis. Furthermore, syndemic conditions were found to partially mediate the relationship between engagement in sex work and past-year STI, accounting for 64,2% of this relationship."
Syndemic health disparities and sexually transmitted infection burden among black men who have sex with men engaged in sex work in the u.S.,Chandler et al.,2020,USA,Cross-sectional,Black MSM involved in Sex Work,Violence,STI diagnosis,Structural Equation Modeling,"In this sample of BMSM engaged in sex work, there were a direct relationship between syndemic conditions and engagement in sex work as well as between engagement in sex work and past-year STI diagnosis. Furthermore, syndemic conditions were found to partially mediate the relationship between engagement in sex work and past-year STI, accounting for 64,2% of this relationship."
Syndemic health disparities and sexually transmitted infection burden among black men who have sex with men engaged in sex work in the u.S.,Chandler et al.,2020,USA,Cross-sectional,Black MSM involved in Sex Work,Violence,STI diagnosis,Mediation Analysis,"In this sample of BMSM engaged in sex work, there were a direct relationship between syndemic conditions and engagement in sex work as well as between engagement in sex work and past-year STI diagnosis. Furthermore, syndemic conditions were found to partially mediate the relationship between engagement in sex work and past-year STI, accounting for 64,2% of this relationship."
"Intersecting barriers to prep awareness and uptake in black men who have sex with men in atlanta, ga: A syndemic perspective.",Sullivan and Eaton,2020,USA,Cross-sectional,Black MSM,Depression,PrEP use,Regression analysis using summation score,"MSM with a lower socio-economical status were less likely to be aware of PrEP and experiencing multiple syndemic conditions was associated with reduced odds of using PrEP although, taken independently, these conditions were not associated with PrEP use"
"Intersecting barriers to prep awareness and uptake in black men who have sex with men in atlanta, ga: A syndemic perspective.",Sullivan and Eaton,2020,USA,Cross-sectional,Black MSM,Substance use,PrEP use,Regression analysis using summation score,"MSM with a lower socio-economical status were less likely to be aware of PrEP and experiencing multiple syndemic conditions was associated with reduced odds of using PrEP although, taken independently, these conditions were not associated with PrEP use"
"Intersecting barriers to prep awareness and uptake in black men who have sex with men in atlanta, ga: A syndemic perspective.",Sullivan and Eaton,2020,USA,Cross-sectional,Black MSM,Alcohol Use Disorder,PrEP use,Regression analysis using summation score,"MSM with a lower socio-economical status were less likely to be aware of PrEP and experiencing multiple syndemic conditions was associated with reduced odds of using PrEP although, taken independently, these conditions were not associated with PrEP use"
"Intersecting barriers to prep awareness and uptake in black men who have sex with men in atlanta, ga: A syndemic perspective.",Sullivan and Eaton,2020,USA,Cross-sectional,Black MSM,Exchange sex,PrEP use,Regression analysis using summation score,"MSM with a lower socio-economical status were less likely to be aware of PrEP and experiencing multiple syndemic conditions was associated with reduced odds of using PrEP although, taken independently, these conditions were not associated with PrEP use"
A new approach to measuring the synergy in a syndemic: Revisiting the SAVA syndemic among urban MSM in the United States.,Bulled et al.,2021,USA,Cross-sectional,,Substance use,,Synergy factor analysis,"Employing synergy factor analysis on the data set from Stall et al. this studies demonstrated a synergy among substance use, violence and HIV among white MSM in the sample. No synergy was found for other racial group"
A new approach to measuring the synergy in a syndemic: Revisiting the SAVA syndemic among urban MSM in the United States.,Bulled et al.,2021,USA,Cross-sectional,,Substance use,,Relative Excess Risk due to Interaction,"Employing synergy factor analysis on the data set from Stall et al. this studies demonstrated a synergy among substance use, violence and HIV among white MSM in the sample. No synergy was found for other racial group"
A new approach to measuring the synergy in a syndemic: Revisiting the SAVA syndemic among urban MSM in the United States.,Bulled et al.,2021,USA,Cross-sectional,,IPV,,Synergy factor analysis,"Employing synergy factor analysis on the data set from Stall et al. this studies demonstrated a synergy among substance use, violence and HIV among white MSM in the sample. No synergy was found for other racial group"
A new approach to measuring the synergy in a syndemic: Revisiting the SAVA syndemic among urban MSM in the United States.,Bulled et al.,2021,USA,Cross-sectional,,IPV,,Relative Excess Risk due to Interaction,"Employing synergy factor analysis on the data set from Stall et al. this studies demonstrated a synergy among substance use, violence and HIV among white MSM in the sample. No synergy was found for other racial group"
A new approach to measuring the synergy in a syndemic: Revisiting the SAVA syndemic among urban MSM in the United States.,Bulled et al.,2021,USA,Cross-sectional,,CSA,,Synergy factor analysis,"Employing synergy factor analysis on the data set from Stall et al. this studies demonstrated a synergy among substance use, violence and HIV among white MSM in the sample. No synergy was found for other racial group"
A new approach to measuring the synergy in a syndemic: Revisiting the SAVA syndemic among urban MSM in the United States.,Bulled et al.,2021,USA,Cross-sectional,,CSA,,Relative Excess Risk due to Interaction,"Employing synergy factor analysis on the data set from Stall et al. this studies demonstrated a synergy among substance use, violence and HIV among white MSM in the sample. No synergy was found for other racial group"
A new approach to measuring the synergy in a syndemic: Revisiting the SAVA syndemic among urban MSM in the United States.,Bulled et al.,2021,USA,Cross-sectional,,HIV,,Synergy factor analysis,"Employing synergy factor analysis on the data set from Stall et al. this studies demonstrated a synergy among substance use, violence and HIV among white MSM in the sample. No synergy was found for other racial group"
A new approach to measuring the synergy in a syndemic: Revisiting the SAVA syndemic among urban MSM in the United States.,Bulled et al.,2021,USA,Cross-sectional,,HIV,,Relative Excess Risk due to Interaction,"Employing synergy factor analysis on the data set from Stall et al. this studies demonstrated a synergy among substance use, violence and HIV among white MSM in the sample. No synergy was found for other racial group"
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Substance use,Sexual risk behaviors,Relative Excess Risk due to Interaction,Taiwanese MSM were burdened with a high level of syndemic conditions and people experienceing more syndemic conditions were more likely to engage in condomless anal sex  or report a positive HIV status. Furthermore three 2-ways and two 3-ways interactive effects on HIV infection were identified
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Substance use,HIV diagnosis,Relative Excess Risk due to Interaction,Taiwanese MSM were burdened with a high level of syndemic conditions and people experienceing more syndemic conditions were more likely to engage in condomless anal sex  or report a positive HIV status. Furthermore three 2-ways and two 3-ways interactive effects on HIV infection were identified
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Substance use,Sexual risk behaviors,Regression analysis using summation score,Taiwanese MSM were burdened with a high level of syndemic conditions and people experienceing more syndemic conditions were more likely to engage in condomless anal sex  or report a positive HIV status. Furthermore three 2-ways and two 3-ways interactive effects on HIV infection were identified
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Substance use,HIV diagnosis,Regression analysis using summation score,Taiwanese MSM were burdened with a high level of syndemic conditions and people experienceing more syndemic conditions were more likely to engage in condomless anal sex  or report a positive HIV status. Furthermore three 2-ways and two 3-ways interactive effects on HIV infection were identified
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,IPV,Sexual risk behaviors,Relative Excess Risk due to Interaction,Taiwanese MSM were burdened with a high level of syndemic conditions and people experienceing more syndemic conditions were more likely to engage in condomless anal sex  or report a positive HIV status. Furthermore three 2-ways and two 3-ways interactive effects on HIV infection were identified
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,IPV,HIV diagnosis,Relative Excess Risk due to Interaction,Taiwanese MSM were burdened with a high level of syndemic conditions and people experienceing more syndemic conditions were more likely to engage in condomless anal sex  or report a positive HIV status. Furthermore three 2-ways and two 3-ways interactive effects on HIV infection were identified
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,IPV,Sexual risk behaviors,Regression analysis using summation score,Taiwanese MSM were burdened with a high level of syndemic conditions and people experienceing more syndemic conditions were more likely to engage in condomless anal sex  or report a positive HIV status. Furthermore three 2-ways and two 3-ways interactive effects on HIV infection were identified
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,IPV,HIV diagnosis,Regression analysis using summation score,Taiwanese MSM were burdened with a high level of syndemic conditions and people experienceing more syndemic conditions were more likely to engage in condomless anal sex  or report a positive HIV status. Furthermore three 2-ways and two 3-ways interactive effects on HIV infection were identified
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,CSA,Sexual risk behaviors,Relative Excess Risk due to Interaction,Taiwanese MSM were burdened with a high level of syndemic conditions and people experienceing more syndemic conditions were more likely to engage in condomless anal sex  or report a positive HIV status. Furthermore three 2-ways and two 3-ways interactive effects on HIV infection were identified
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,CSA,HIV diagnosis,Relative Excess Risk due to Interaction,Taiwanese MSM were burdened with a high level of syndemic conditions and people experienceing more syndemic conditions were more likely to engage in condomless anal sex  or report a positive HIV status. Furthermore three 2-ways and two 3-ways interactive effects on HIV infection were identified
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,CSA,Sexual risk behaviors,Regression analysis using summation score,Taiwanese MSM were burdened with a high level of syndemic conditions and people experienceing more syndemic conditions were more likely to engage in condomless anal sex  or report a positive HIV status. Furthermore three 2-ways and two 3-ways interactive effects on HIV infection were identified
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,CSA,HIV diagnosis,Regression analysis using summation score,Taiwanese MSM were burdened with a high level of syndemic conditions and people experienceing more syndemic conditions were more likely to engage in condomless anal sex  or report a positive HIV status. Furthermore three 2-ways and two 3-ways interactive effects on HIV infection were identified
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Internalised homophobia,Sexual risk behaviors,Relative Excess Risk due to Interaction,Taiwanese MSM were burdened with a high level of syndemic conditions and people experienceing more syndemic conditions were more likely to engage in condomless anal sex  or report a positive HIV status. Furthermore three 2-ways and two 3-ways interactive effects on HIV infection were identified
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Internalised homophobia,HIV diagnosis,Relative Excess Risk due to Interaction,Taiwanese MSM were burdened with a high level of syndemic conditions and people experienceing more syndemic conditions were more likely to engage in condomless anal sex  or report a positive HIV status. Furthermore three 2-ways and two 3-ways interactive effects on HIV infection were identified
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Internalised homophobia,Sexual risk behaviors,Regression analysis using summation score,Taiwanese MSM were burdened with a high level of syndemic conditions and people experienceing more syndemic conditions were more likely to engage in condomless anal sex  or report a positive HIV status. Furthermore three 2-ways and two 3-ways interactive effects on HIV infection were identified
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Internalised homophobia,HIV diagnosis,Regression analysis using summation score,Taiwanese MSM were burdened with a high level of syndemic conditions and people experienceing more syndemic conditions were more likely to engage in condomless anal sex  or report a positive HIV status. Furthermore three 2-ways and two 3-ways interactive effects on HIV infection were identified
