title,main_author,publication_year,country,design,subpopulation_studied,stat_name,condition_name
Syndemic and other risk factors for unprotected anal intercourse among an online sample of Belgian HIV negative men who have sex with men.,Vanden Berghe et al.,2014,Belgium,Cross-sectional,,Moderation analysis,Depression
Syndemic and other risk factors for unprotected anal intercourse among an online sample of Belgian HIV negative men who have sex with men.,Vanden Berghe et al.,2014,Belgium,Cross-sectional,,Moderation analysis,Sexual risk behaviors
Syndemic and other risk factors for unprotected anal intercourse among an online sample of Belgian HIV negative men who have sex with men.,Vanden Berghe et al.,2014,Belgium,Cross-sectional,,Moderation analysis,Chemsex
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Hierarchical negative binomial regression,Depression
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Regression analysis using summation score,Depression
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Hierarchical negative binomial regression,Sexual compulsivity
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Regression analysis using summation score,Sexual compulsivity
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Hierarchical negative binomial regression,Unstable housing
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Regression analysis using summation score,Unstable housing
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Hierarchical negative binomial regression,Violence
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Regression analysis using summation score,Violence
"Men who report recent male and female sex partners in Cape Town, South Africa: an understudied and underserved population.",Eaton et al.,2013,South Africa,Cross-sectional,Men who have Sex with Men and Women,No interaction,Substance use
"Men who report recent male and female sex partners in Cape Town, South Africa: an understudied and underserved population.",Eaton et al.,2013,South Africa,Cross-sectional,Men who have Sex with Men and Women,No interaction,IPV
"Men who report recent male and female sex partners in Cape Town, South Africa: an understudied and underserved population.",Eaton et al.,2013,South Africa,Cross-sectional,Men who have Sex with Men and Women,No interaction,CSA
"Men who report recent male and female sex partners in Cape Town, South Africa: an understudied and underserved population.",Eaton et al.,2013,South Africa,Cross-sectional,Men who have Sex with Men and Women,No interaction,Alcohol use
"Men who report recent male and female sex partners in Cape Town, South Africa: an understudied and underserved population.",Eaton et al.,2013,South Africa,Cross-sectional,Men who have Sex with Men and Women,No interaction,Sexual risk behaviors
"Men who report recent male and female sex partners in Cape Town, South Africa: an understudied and underserved population.",Eaton et al.,2013,South Africa,Cross-sectional,Men who have Sex with Men and Women,No interaction,Violence
"A syndemic including cigarette smoking and sexual risk behaviors among a sample of MSM in Shanghai, China.",Yu et al.,2013,China,Cross-sectional,,Linear regression,Depression
"A syndemic including cigarette smoking and sexual risk behaviors among a sample of MSM in Shanghai, China.",Yu et al.,2013,China,Cross-sectional,,Linear regression,Substance use
"A syndemic including cigarette smoking and sexual risk behaviors among a sample of MSM in Shanghai, China.",Yu et al.,2013,China,Cross-sectional,,Linear regression,IPV
"A syndemic including cigarette smoking and sexual risk behaviors among a sample of MSM in Shanghai, China.",Yu et al.,2013,China,Cross-sectional,,Linear regression,Alcohol use
"A syndemic including cigarette smoking and sexual risk behaviors among a sample of MSM in Shanghai, China.",Yu et al.,2013,China,Cross-sectional,,Linear regression,Tobacco use
Adversity and syndemic production among men participating in the multicenter AIDS cohort study: a life-course approach.,Herrick et al.,2013,USA,Cross-sectional,MSM living with HIV,Hierarchical negative binomial regression,Depression
Adversity and syndemic production among men participating in the multicenter AIDS cohort study: a life-course approach.,Herrick et al.,2013,USA,Cross-sectional,MSM living with HIV,Hierarchical negative binomial regression,Substance use
Adversity and syndemic production among men participating in the multicenter AIDS cohort study: a life-course approach.,Herrick et al.,2013,USA,Cross-sectional,MSM living with HIV,Hierarchical negative binomial regression,IPV
Adversity and syndemic production among men participating in the multicenter AIDS cohort study: a life-course approach.,Herrick et al.,2013,USA,Cross-sectional,MSM living with HIV,Hierarchical negative binomial regression,Sexual compulsivity
Adversity and syndemic production among men participating in the multicenter AIDS cohort study: a life-course approach.,Herrick et al.,2013,USA,Cross-sectional,MSM living with HIV,Hierarchical negative binomial regression,Stress
Measurement model exploring a syndemic in emerging adult gay and bisexual men.,Halkitis et al.,2013,USA,Cross-sectional,Young MSM,Structural Equation Modeling,Depression
Measurement model exploring a syndemic in emerging adult gay and bisexual men.,Halkitis et al.,2013,USA,Cross-sectional,Young MSM,Structural Equation Modeling,Substance use
Measurement model exploring a syndemic in emerging adult gay and bisexual men.,Halkitis et al.,2013,USA,Cross-sectional,Young MSM,Structural Equation Modeling,PTSD
Measurement model exploring a syndemic in emerging adult gay and bisexual men.,Halkitis et al.,2013,USA,Cross-sectional,Young MSM,Structural Equation Modeling,Suicidality
Measurement model exploring a syndemic in emerging adult gay and bisexual men.,Halkitis et al.,2013,USA,Cross-sectional,Young MSM,Structural Equation Modeling,Alcohol use
Measurement model exploring a syndemic in emerging adult gay and bisexual men.,Halkitis et al.,2013,USA,Cross-sectional,Young MSM,Structural Equation Modeling,Sexual risk behaviors
Measurement model exploring a syndemic in emerging adult gay and bisexual men.,Halkitis et al.,2013,USA,Cross-sectional,Young MSM,Structural Equation Modeling,Loneliness
"Resilience, syndemic factors, and serosorting behaviors among HIV-positive and HIV-negative substance-using MSM.",Kurtz et al.,2012,USA,Cross-sectional,,Multivariate logistic regression,Substance use disorder
"Resilience, syndemic factors, and serosorting behaviors among HIV-positive and HIV-negative substance-using MSM.",Kurtz et al.,2012,USA,Cross-sectional,,Multivariate logistic regression,Violence
"Resilience, syndemic factors, and serosorting behaviors among HIV-positive and HIV-negative substance-using MSM.",Kurtz et al.,2012,USA,Cross-sectional,,Multivariate logistic regression,Cognitive escape
"Resilience, syndemic factors, and serosorting behaviors among HIV-positive and HIV-negative substance-using MSM.",Kurtz et al.,2012,USA,Cross-sectional,,Multivariate logistic regression,General mental distress
A syndemic of psychosocial problems places the MSM (men who have sex with men) population at greater risk of HIV infection.,Jie et al.,2012,China,Cross-sectional,,Mediation Analysis,Depression
A syndemic of psychosocial problems places the MSM (men who have sex with men) population at greater risk of HIV infection.,Jie et al.,2012,China,Cross-sectional,,Regression analysis using summation score,Depression
A syndemic of psychosocial problems places the MSM (men who have sex with men) population at greater risk of HIV infection.,Jie et al.,2012,China,Cross-sectional,,Mediation Analysis,IPV
A syndemic of psychosocial problems places the MSM (men who have sex with men) population at greater risk of HIV infection.,Jie et al.,2012,China,Cross-sectional,,Regression analysis using summation score,IPV
A syndemic of psychosocial problems places the MSM (men who have sex with men) population at greater risk of HIV infection.,Jie et al.,2012,China,Cross-sectional,,Mediation Analysis,Binge drinking
A syndemic of psychosocial problems places the MSM (men who have sex with men) population at greater risk of HIV infection.,Jie et al.,2012,China,Cross-sectional,,Regression analysis using summation score,Binge drinking
A syndemic of psychosocial problems places the MSM (men who have sex with men) population at greater risk of HIV infection.,Jie et al.,2012,China,Cross-sectional,,Mediation Analysis,CSA
A syndemic of psychosocial problems places the MSM (men who have sex with men) population at greater risk of HIV infection.,Jie et al.,2012,China,Cross-sectional,,Regression analysis using summation score,CSA
A syndemic of psychosocial problems places the MSM (men who have sex with men) population at greater risk of HIV infection.,Jie et al.,2012,China,Cross-sectional,,Mediation Analysis,Polysubstance use
A syndemic of psychosocial problems places the MSM (men who have sex with men) population at greater risk of HIV infection.,Jie et al.,2012,China,Cross-sectional,,Regression analysis using summation score,Polysubstance use
Application of syndemic theory to black men who have sex with men in the Multicenter AIDS Cohort Study.,Dyer et al.,2012,USA,Cross-sectional,Black MSM,Regression analysis using summation score,Depression
Application of syndemic theory to black men who have sex with men in the Multicenter AIDS Cohort Study.,Dyer et al.,2012,USA,Cross-sectional,Black MSM,Regression analysis using summation score,Substance use
Application of syndemic theory to black men who have sex with men in the Multicenter AIDS Cohort Study.,Dyer et al.,2012,USA,Cross-sectional,Black MSM,Regression analysis using summation score,IPV
Application of syndemic theory to black men who have sex with men in the Multicenter AIDS Cohort Study.,Dyer et al.,2012,USA,Cross-sectional,Black MSM,Regression analysis using summation score,Binge drinking
Application of syndemic theory to black men who have sex with men in the Multicenter AIDS Cohort Study.,Dyer et al.,2012,USA,Cross-sectional,Black MSM,Regression analysis using summation score,Sexual compulsivity
Application of syndemic theory to black men who have sex with men in the Multicenter AIDS Cohort Study.,Dyer et al.,2012,USA,Cross-sectional,Black MSM,Regression analysis using summation score,Stress
"Sexual compulsivity, co-occurring psychosocial health problems, and HIV risk among gay and bisexual men: further evidence of a syndemic.",Parsons et al.,2012,USA,Cross-sectional,,Regression analysis using summation score,Depression
"Sexual compulsivity, co-occurring psychosocial health problems, and HIV risk among gay and bisexual men: further evidence of a syndemic.",Parsons et al.,2012,USA,Cross-sectional,,Regression analysis using summation score,IPV
"Sexual compulsivity, co-occurring psychosocial health problems, and HIV risk among gay and bisexual men: further evidence of a syndemic.",Parsons et al.,2012,USA,Cross-sectional,,Regression analysis using summation score,Sexual compulsivity
"Sexual compulsivity, co-occurring psychosocial health problems, and HIV risk among gay and bisexual men: further evidence of a syndemic.",Parsons et al.,2012,USA,Cross-sectional,,Regression analysis using summation score,CSA
"Sexual compulsivity, co-occurring psychosocial health problems, and HIV risk among gay and bisexual men: further evidence of a syndemic.",Parsons et al.,2012,USA,Cross-sectional,,Regression analysis using summation score,Polysubstance use
Cigarette smoking as part of a syndemic among young men who have sex with men ages 13-29 in New York City.,Storholm et al.,2011,USA,Cross-sectional,Young MSM,Point-biserial correlation,Substance use
Cigarette smoking as part of a syndemic among young men who have sex with men ages 13-29 in New York City.,Storholm et al.,2011,USA,Cross-sectional,Young MSM,Point-biserial correlation,Alcohol use
Cigarette smoking as part of a syndemic among young men who have sex with men ages 13-29 in New York City.,Storholm et al.,2011,USA,Cross-sectional,Young MSM,Point-biserial correlation,Tobacco use
Cigarette smoking as part of a syndemic among young men who have sex with men ages 13-29 in New York City.,Storholm et al.,2011,USA,Cross-sectional,Young MSM,Point-biserial correlation,Sexual risk behaviors
Cigarette smoking as part of a syndemic among young men who have sex with men ages 13-29 in New York City.,Storholm et al.,2011,USA,Cross-sectional,Young MSM,Point-biserial correlation,Chemsex
Using a syndemics theory approach to study HIV risk taking in a population of men who use the internet to find partners for unprotected sex.,Hugh Klein,2011,USA,Cross-sectional,,Structural Equation Modeling,Depression
Using a syndemics theory approach to study HIV risk taking in a population of men who use the internet to find partners for unprotected sex.,Hugh Klein,2011,USA,Cross-sectional,,Structural Equation Modeling,Substance use
Using a syndemics theory approach to study HIV risk taking in a population of men who use the internet to find partners for unprotected sex.,Hugh Klein,2011,USA,Cross-sectional,,Structural Equation Modeling,Low self-esteem
Psychosocial health problems increase risk for HIV among urban young men who have sex with men: preliminary evidence of a syndemic in need of attention.,Mustanski et al.,2007,USA,Cross-sectional,Young MSM,Regression analysis using summation score,Substance use
Psychosocial health problems increase risk for HIV among urban young men who have sex with men: preliminary evidence of a syndemic in need of attention.,Mustanski et al.,2007,USA,Cross-sectional,Young MSM,Regression analysis using summation score,IPV
Psychosocial health problems increase risk for HIV among urban young men who have sex with men: preliminary evidence of a syndemic in need of attention.,Mustanski et al.,2007,USA,Cross-sectional,Young MSM,Regression analysis using summation score,Binge drinking
Psychosocial health problems increase risk for HIV among urban young men who have sex with men: preliminary evidence of a syndemic in need of attention.,Mustanski et al.,2007,USA,Cross-sectional,Young MSM,Regression analysis using summation score,Violence
Psychosocial health problems increase risk for HIV among urban young men who have sex with men: preliminary evidence of a syndemic in need of attention.,Mustanski et al.,2007,USA,Cross-sectional,Young MSM,Regression analysis using summation score,General mental distress
Association between risky sexual behavior and a psychosocial syndemic among nigerian men who have sex with men.,Oginni et al.,2019,Nigeria,Cross-sectional,,Regression analysis using summation score,Depression
Association between risky sexual behavior and a psychosocial syndemic among nigerian men who have sex with men.,Oginni et al.,2019,Nigeria,Cross-sectional,,Regression analysis using summation score,Substance use
Association between risky sexual behavior and a psychosocial syndemic among nigerian men who have sex with men.,Oginni et al.,2019,Nigeria,Cross-sectional,,Regression analysis using summation score,IPV
Association between risky sexual behavior and a psychosocial syndemic among nigerian men who have sex with men.,Oginni et al.,2019,Nigeria,Cross-sectional,,Regression analysis using summation score,Suicidality
Association between risky sexual behavior and a psychosocial syndemic among nigerian men who have sex with men.,Oginni et al.,2019,Nigeria,Cross-sectional,,Regression analysis using summation score,Alcohol use
Association between risky sexual behavior and a psychosocial syndemic among nigerian men who have sex with men.,Oginni et al.,2019,Nigeria,Cross-sectional,,Regression analysis using summation score,Tobacco use
Association between risky sexual behavior and a psychosocial syndemic among nigerian men who have sex with men.,Oginni et al.,2019,Nigeria,Cross-sectional,,Regression analysis using summation score,Childhood abuse
Syndemic factors and HIV infection among men who have sex with men in Taiwan.,Chuang et al.,2018,Taiwan,Cross-sectional,,Regression analysis using summation score,IPV
Syndemic factors and HIV infection among men who have sex with men in Taiwan.,Chuang et al.,2018,Taiwan,Cross-sectional,,Regression analysis using summation score,Discrimination
Syndemic factors and HIV infection among men who have sex with men in Taiwan.,Chuang et al.,2018,Taiwan,Cross-sectional,,Regression analysis using summation score,Substance use disorder
"Combining intersectionality and syndemic theory to advance understandings of health inequities among Canadian gay, bisexual and other men who have sex with men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Regression analysis using summation score,Depression
"Combining intersectionality and syndemic theory to advance understandings of health inequities among Canadian gay, bisexual and other men who have sex with men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Regression analysis using summation score,Substance use
"Combining intersectionality and syndemic theory to advance understandings of health inequities among Canadian gay, bisexual and other men who have sex with men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Regression analysis using summation score,Binge drinking
"Combining intersectionality and syndemic theory to advance understandings of health inequities among Canadian gay, bisexual and other men who have sex with men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Regression analysis using summation score,Suicidality
"Combining intersectionality and syndemic theory to advance understandings of health inequities among Canadian gay, bisexual and other men who have sex with men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Regression analysis using summation score,Anxiety
Self-administered screening for syndemic mental health problems should be routinely implemented among MSM PrEP users.,Tan et al.,2016,Canada,Case series,,No interaction,Depression
Self-administered screening for syndemic mental health problems should be routinely implemented among MSM PrEP users.,Tan et al.,2016,Canada,Case series,,No interaction,Alcohol Use Disorder
Self-administered screening for syndemic mental health problems should be routinely implemented among MSM PrEP users.,Tan et al.,2016,Canada,Case series,,No interaction,Substance use disorder
The interplay of syndemic production and serosorting in drug-using gay and bisexual men.,Moeller et al.,2011,USA,Cross-sectional,,Regression analysis using summation score,Depression
The interplay of syndemic production and serosorting in drug-using gay and bisexual men.,Moeller et al.,2011,USA,Cross-sectional,,Regression analysis using summation score,Substance use
The interplay of syndemic production and serosorting in drug-using gay and bisexual men.,Moeller et al.,2011,USA,Cross-sectional,,Regression analysis using summation score,Anxiety
The interplay of syndemic production and serosorting in drug-using gay and bisexual men.,Moeller et al.,2011,USA,Cross-sectional,,Regression analysis using summation score,Hostility
Association of co-occurring psychosocial health conditions and HIV infection among MSM in Malaysia: Implication of a syndemic effect,Ng et al.,2020,Malaysia,Cross-sectional,,Regression analysis using summation score,Depression
Association of co-occurring psychosocial health conditions and HIV infection among MSM in Malaysia: Implication of a syndemic effect,Ng et al.,2020,Malaysia,Cross-sectional,,Regression analysis using summation score,IPV
Association of co-occurring psychosocial health conditions and HIV infection among MSM in Malaysia: Implication of a syndemic effect,Ng et al.,2020,Malaysia,Cross-sectional,,Regression analysis using summation score,Suicidality
Association of co-occurring psychosocial health conditions and HIV infection among MSM in Malaysia: Implication of a syndemic effect,Ng et al.,2020,Malaysia,Cross-sectional,,Regression analysis using summation score,CSA
Association of co-occurring psychosocial health conditions and HIV infection among MSM in Malaysia: Implication of a syndemic effect,Ng et al.,2020,Malaysia,Cross-sectional,,Regression analysis using summation score,Chemsex
Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Transgender MSM,Moderation analysis,Depression
Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Transgender MSM,Regression analysis using summation score,Depression
Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Transgender MSM,Moderation analysis,IPV
Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Transgender MSM,Regression analysis using summation score,IPV
Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Transgender MSM,Moderation analysis,Binge drinking
Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Transgender MSM,Regression analysis using summation score,Binge drinking
Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Transgender MSM,Moderation analysis,Anxiety
Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Transgender MSM,Regression analysis using summation score,Anxiety
Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Transgender MSM,Moderation analysis,CSA
Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Transgender MSM,Regression analysis using summation score,CSA
Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Transgender MSM,Moderation analysis,Polysubstance use
Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Transgender MSM,Regression analysis using summation score,Polysubstance use
Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Transgender MSM,Moderation analysis,Childhood abuse
Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Transgender MSM,Regression analysis using summation score,Childhood abuse
Association of Co-Occurring Psychosocial Health Problems and Increased Vulnerability to HIV/AIDS among Urban Men Who Have Sex with Men,Stall et al.,2003,USA,Cross-sectional,,Regression analysis using summation score,Depression
Association of Co-Occurring Psychosocial Health Problems and Increased Vulnerability to HIV/AIDS among Urban Men Who Have Sex with Men,Stall et al.,2003,USA,Cross-sectional,,Regression analysis using summation score,IPV
Association of Co-Occurring Psychosocial Health Problems and Increased Vulnerability to HIV/AIDS among Urban Men Who Have Sex with Men,Stall et al.,2003,USA,Cross-sectional,,Regression analysis using summation score,CSA
Association of Co-Occurring Psychosocial Health Problems and Increased Vulnerability to HIV/AIDS among Urban Men Who Have Sex with Men,Stall et al.,2003,USA,Cross-sectional,,Regression analysis using summation score,Polysubstance use
Sexual behaviour patterns and STI risk: results of a cluster analysis among men who have sex with men in Portugal.,Blondeel et al.,2021,Portugal,Cross-sectional,,Cluster Analysis,Sexual risk behaviors
Sexual behaviour patterns and STI risk: results of a cluster analysis among men who have sex with men in Portugal.,Blondeel et al.,2021,Portugal,Cross-sectional,,Cluster Analysis,Chemsex
Sexual behaviour patterns and STI risk: results of a cluster analysis among men who have sex with men in Portugal.,Blondeel et al.,2021,Portugal,Cross-sectional,,Cluster Analysis,Frequenting gay social venues
Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,,Regression analysis using summation score,Depression
Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,,Regression analysis using summation score,IPV
Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,,Regression analysis using summation score,Sexual compulsivity
Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,,Regression analysis using summation score,Anxiety
Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,,Regression analysis using summation score,Alcohol Use Disorder
Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,,Regression analysis using summation score,Discrimination
Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,,Regression analysis using summation score,Substance use disorder
Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,,Regression analysis using summation score,ADHD
Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,,Regression analysis using summation score,Alexithymia
"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Black MSM,Latent Transition Analysis,Depression
"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Black MSM,Latent Transition Analysis,Substance use
"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Black MSM,Latent Transition Analysis,IPV
"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Black MSM,Latent Transition Analysis,Internalised homophobia
"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Black MSM,Latent Transition Analysis,Discrimination
"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Black MSM,Latent Transition Analysis,Poor social support
"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Black MSM,Latent Transition Analysis,Experience of trauma
"Alcohol consumption, substance use, and depression in relation to HIV Pre-Exposure Prophylaxis (PrEP) nonadherence among gay, bisexual, and other men-who-have-sex-with-men.",Shuper et al.,2020,Canada,Cross-sectional,,Significant product term ,Depression
"Alcohol consumption, substance use, and depression in relation to HIV Pre-Exposure Prophylaxis (PrEP) nonadherence among gay, bisexual, and other men-who-have-sex-with-men.",Shuper et al.,2020,Canada,Cross-sectional,,Regression analysis using summation score,Depression
"Alcohol consumption, substance use, and depression in relation to HIV Pre-Exposure Prophylaxis (PrEP) nonadherence among gay, bisexual, and other men-who-have-sex-with-men.",Shuper et al.,2020,Canada,Cross-sectional,,Significant product term ,Substance use
"Alcohol consumption, substance use, and depression in relation to HIV Pre-Exposure Prophylaxis (PrEP) nonadherence among gay, bisexual, and other men-who-have-sex-with-men.",Shuper et al.,2020,Canada,Cross-sectional,,Regression analysis using summation score,Substance use
"Alcohol consumption, substance use, and depression in relation to HIV Pre-Exposure Prophylaxis (PrEP) nonadherence among gay, bisexual, and other men-who-have-sex-with-men.",Shuper et al.,2020,Canada,Cross-sectional,,Significant product term ,Alcohol Use Disorder
"Alcohol consumption, substance use, and depression in relation to HIV Pre-Exposure Prophylaxis (PrEP) nonadherence among gay, bisexual, and other men-who-have-sex-with-men.",Shuper et al.,2020,Canada,Cross-sectional,,Regression analysis using summation score,Alcohol Use Disorder
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Mediation Analysis,Depression
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Latent Class Analysis,Depression
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Mediation Analysis,Substance use
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Latent Class Analysis,Substance use
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Mediation Analysis,IPV
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Latent Class Analysis,IPV
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Mediation Analysis,Binge drinking
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Latent Class Analysis,Binge drinking
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Mediation Analysis,Incarceration
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Latent Class Analysis,Incarceration
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Mediation Analysis,Discrimination
