refid,title,main_author,publication_year,country,design,outcome_name,hiv_related,subpopulation_studied,condition_name
173,Adversity and syndemic production among men participating in the multicenter AIDS cohort study: a life-course approach.,Herrick et al.,2013,USA,Cross-sectional,Syndemic conditions as the outcome,f,MSM living with HIV,Sexual compulsivity
173,Adversity and syndemic production among men participating in the multicenter AIDS cohort study: a life-course approach.,Herrick et al.,2013,USA,Cross-sectional,Syndemic conditions as the outcome,f,MSM living with HIV,Stress
175,"Resilience, syndemic factors, and serosorting behaviors among HIV-positive and HIV-negative substance-using MSM.",Kurtz et al.,2012,USA,Cross-sectional,Sexual risk behaviors,t,,Substance use disorder
175,"Resilience, syndemic factors, and serosorting behaviors among HIV-positive and HIV-negative substance-using MSM.",Kurtz et al.,2012,USA,Cross-sectional,Sexual risk behaviors,t,,Violence
175,"Resilience, syndemic factors, and serosorting behaviors among HIV-positive and HIV-negative substance-using MSM.",Kurtz et al.,2012,USA,Cross-sectional,Sexual risk behaviors,t,,Cognitive escape
175,"Resilience, syndemic factors, and serosorting behaviors among HIV-positive and HIV-negative substance-using MSM.",Kurtz et al.,2012,USA,Cross-sectional,Sexual risk behaviors,t,,General mental distress
176,A syndemic of psychosocial problems places the MSM (men who have sex with men) population at greater risk of HIV infection.,Jie et al.,2012,China,Cross-sectional,HIV diagnosis,t,,Depression
176,A syndemic of psychosocial problems places the MSM (men who have sex with men) population at greater risk of HIV infection.,Jie et al.,2012,China,Cross-sectional,Sexual risk behaviors,t,,Depression
176,A syndemic of psychosocial problems places the MSM (men who have sex with men) population at greater risk of HIV infection.,Jie et al.,2012,China,Cross-sectional,HIV diagnosis,t,,IPV
176,A syndemic of psychosocial problems places the MSM (men who have sex with men) population at greater risk of HIV infection.,Jie et al.,2012,China,Cross-sectional,Sexual risk behaviors,t,,IPV
176,A syndemic of psychosocial problems places the MSM (men who have sex with men) population at greater risk of HIV infection.,Jie et al.,2012,China,Cross-sectional,HIV diagnosis,t,,Binge drinking
176,A syndemic of psychosocial problems places the MSM (men who have sex with men) population at greater risk of HIV infection.,Jie et al.,2012,China,Cross-sectional,Sexual risk behaviors,t,,Binge drinking
176,A syndemic of psychosocial problems places the MSM (men who have sex with men) population at greater risk of HIV infection.,Jie et al.,2012,China,Cross-sectional,HIV diagnosis,t,,CSA
176,A syndemic of psychosocial problems places the MSM (men who have sex with men) population at greater risk of HIV infection.,Jie et al.,2012,China,Cross-sectional,Sexual risk behaviors,t,,CSA
176,A syndemic of psychosocial problems places the MSM (men who have sex with men) population at greater risk of HIV infection.,Jie et al.,2012,China,Cross-sectional,HIV diagnosis,t,,Polysubstance use
176,A syndemic of psychosocial problems places the MSM (men who have sex with men) population at greater risk of HIV infection.,Jie et al.,2012,China,Cross-sectional,Sexual risk behaviors,t,,Polysubstance use
177,Application of syndemic theory to black men who have sex with men in the Multicenter AIDS Cohort Study.,Dyer et al.,2012,USA,Cross-sectional,Syndemic conditions as the outcome,f,Black MSM,Depression
177,Application of syndemic theory to black men who have sex with men in the Multicenter AIDS Cohort Study.,Dyer et al.,2012,USA,Cross-sectional,Sexual risk behaviors,t,Black MSM,Depression
177,Application of syndemic theory to black men who have sex with men in the Multicenter AIDS Cohort Study.,Dyer et al.,2012,USA,Cross-sectional,Syndemic conditions as the outcome,f,Black MSM,Substance use
177,Application of syndemic theory to black men who have sex with men in the Multicenter AIDS Cohort Study.,Dyer et al.,2012,USA,Cross-sectional,Sexual risk behaviors,t,Black MSM,Substance use
177,Application of syndemic theory to black men who have sex with men in the Multicenter AIDS Cohort Study.,Dyer et al.,2012,USA,Cross-sectional,Syndemic conditions as the outcome,f,Black MSM,IPV
177,Application of syndemic theory to black men who have sex with men in the Multicenter AIDS Cohort Study.,Dyer et al.,2012,USA,Cross-sectional,Sexual risk behaviors,t,Black MSM,IPV
177,Application of syndemic theory to black men who have sex with men in the Multicenter AIDS Cohort Study.,Dyer et al.,2012,USA,Cross-sectional,Syndemic conditions as the outcome,f,Black MSM,Binge drinking
177,Application of syndemic theory to black men who have sex with men in the Multicenter AIDS Cohort Study.,Dyer et al.,2012,USA,Cross-sectional,Sexual risk behaviors,t,Black MSM,Binge drinking
177,Application of syndemic theory to black men who have sex with men in the Multicenter AIDS Cohort Study.,Dyer et al.,2012,USA,Cross-sectional,Syndemic conditions as the outcome,f,Black MSM,Sexual compulsivity
177,Application of syndemic theory to black men who have sex with men in the Multicenter AIDS Cohort Study.,Dyer et al.,2012,USA,Cross-sectional,Sexual risk behaviors,t,Black MSM,Sexual compulsivity
177,Application of syndemic theory to black men who have sex with men in the Multicenter AIDS Cohort Study.,Dyer et al.,2012,USA,Cross-sectional,Syndemic conditions as the outcome,f,Black MSM,Stress
177,Application of syndemic theory to black men who have sex with men in the Multicenter AIDS Cohort Study.,Dyer et al.,2012,USA,Cross-sectional,Sexual risk behaviors,t,Black MSM,Stress
178,"Sexual compulsivity, co-occurring psychosocial health problems, and HIV risk among gay and bisexual men: further evidence of a syndemic.",Parsons et al.,2012,USA,Cross-sectional,HIV diagnosis,t,,Depression
178,"Sexual compulsivity, co-occurring psychosocial health problems, and HIV risk among gay and bisexual men: further evidence of a syndemic.",Parsons et al.,2012,USA,Cross-sectional,Sexual risk behaviors,t,,Depression
178,"Sexual compulsivity, co-occurring psychosocial health problems, and HIV risk among gay and bisexual men: further evidence of a syndemic.",Parsons et al.,2012,USA,Cross-sectional,HIV diagnosis,t,,IPV
178,"Sexual compulsivity, co-occurring psychosocial health problems, and HIV risk among gay and bisexual men: further evidence of a syndemic.",Parsons et al.,2012,USA,Cross-sectional,Sexual risk behaviors,t,,IPV
178,"Sexual compulsivity, co-occurring psychosocial health problems, and HIV risk among gay and bisexual men: further evidence of a syndemic.",Parsons et al.,2012,USA,Cross-sectional,HIV diagnosis,t,,Sexual compulsivity
178,"Sexual compulsivity, co-occurring psychosocial health problems, and HIV risk among gay and bisexual men: further evidence of a syndemic.",Parsons et al.,2012,USA,Cross-sectional,Sexual risk behaviors,t,,Sexual compulsivity
178,"Sexual compulsivity, co-occurring psychosocial health problems, and HIV risk among gay and bisexual men: further evidence of a syndemic.",Parsons et al.,2012,USA,Cross-sectional,HIV diagnosis,t,,CSA
178,"Sexual compulsivity, co-occurring psychosocial health problems, and HIV risk among gay and bisexual men: further evidence of a syndemic.",Parsons et al.,2012,USA,Cross-sectional,Sexual risk behaviors,t,,CSA
178,"Sexual compulsivity, co-occurring psychosocial health problems, and HIV risk among gay and bisexual men: further evidence of a syndemic.",Parsons et al.,2012,USA,Cross-sectional,HIV diagnosis,t,,Polysubstance use
178,"Sexual compulsivity, co-occurring psychosocial health problems, and HIV risk among gay and bisexual men: further evidence of a syndemic.",Parsons et al.,2012,USA,Cross-sectional,Sexual risk behaviors,t,,Polysubstance use
182,Using a syndemics theory approach to study HIV risk taking in a population of men who use the internet to find partners for unprotected sex.,Hugh Klein,2011,USA,Cross-sectional,Sexual risk behaviors,t,,Depression
182,Using a syndemics theory approach to study HIV risk taking in a population of men who use the internet to find partners for unprotected sex.,Hugh Klein,2011,USA,Cross-sectional,Sexual risk behaviors,t,,Substance use
182,Using a syndemics theory approach to study HIV risk taking in a population of men who use the internet to find partners for unprotected sex.,Hugh Klein,2011,USA,Cross-sectional,Sexual risk behaviors,t,,Low self-esteem
190,Psychosocial health problems increase risk for HIV among urban young men who have sex with men: preliminary evidence of a syndemic in need of attention.,Mustanski et al.,2007,USA,Cross-sectional,HIV diagnosis,t,Young MSM,Substance use
190,Psychosocial health problems increase risk for HIV among urban young men who have sex with men: preliminary evidence of a syndemic in need of attention.,Mustanski et al.,2007,USA,Cross-sectional,Sexual risk behaviors,t,Young MSM,Substance use
190,Psychosocial health problems increase risk for HIV among urban young men who have sex with men: preliminary evidence of a syndemic in need of attention.,Mustanski et al.,2007,USA,Cross-sectional,HIV diagnosis,t,Young MSM,IPV
190,Psychosocial health problems increase risk for HIV among urban young men who have sex with men: preliminary evidence of a syndemic in need of attention.,Mustanski et al.,2007,USA,Cross-sectional,Sexual risk behaviors,t,Young MSM,IPV
190,Psychosocial health problems increase risk for HIV among urban young men who have sex with men: preliminary evidence of a syndemic in need of attention.,Mustanski et al.,2007,USA,Cross-sectional,HIV diagnosis,t,Young MSM,Binge drinking
190,Psychosocial health problems increase risk for HIV among urban young men who have sex with men: preliminary evidence of a syndemic in need of attention.,Mustanski et al.,2007,USA,Cross-sectional,Sexual risk behaviors,t,Young MSM,Binge drinking
190,Psychosocial health problems increase risk for HIV among urban young men who have sex with men: preliminary evidence of a syndemic in need of attention.,Mustanski et al.,2007,USA,Cross-sectional,HIV diagnosis,t,Young MSM,Violence
190,Psychosocial health problems increase risk for HIV among urban young men who have sex with men: preliminary evidence of a syndemic in need of attention.,Mustanski et al.,2007,USA,Cross-sectional,Sexual risk behaviors,t,Young MSM,Violence
190,Psychosocial health problems increase risk for HIV among urban young men who have sex with men: preliminary evidence of a syndemic in need of attention.,Mustanski et al.,2007,USA,Cross-sectional,HIV diagnosis,t,Young MSM,General mental distress
190,Psychosocial health problems increase risk for HIV among urban young men who have sex with men: preliminary evidence of a syndemic in need of attention.,Mustanski et al.,2007,USA,Cross-sectional,Sexual risk behaviors,t,Young MSM,General mental distress
220,Association between risky sexual behavior and a psychosocial syndemic among nigerian men who have sex with men.,Oginni et al.,2019,Nigeria,Cross-sectional,Sexual risk behaviors,t,,Depression
220,Association between risky sexual behavior and a psychosocial syndemic among nigerian men who have sex with men.,Oginni et al.,2019,Nigeria,Cross-sectional,Sexual risk behaviors,t,,Substance use
220,Association between risky sexual behavior and a psychosocial syndemic among nigerian men who have sex with men.,Oginni et al.,2019,Nigeria,Cross-sectional,Sexual risk behaviors,t,,IPV
220,Association between risky sexual behavior and a psychosocial syndemic among nigerian men who have sex with men.,Oginni et al.,2019,Nigeria,Cross-sectional,Sexual risk behaviors,t,,Suicidality
220,Association between risky sexual behavior and a psychosocial syndemic among nigerian men who have sex with men.,Oginni et al.,2019,Nigeria,Cross-sectional,Sexual risk behaviors,t,,Alcohol use
220,Association between risky sexual behavior and a psychosocial syndemic among nigerian men who have sex with men.,Oginni et al.,2019,Nigeria,Cross-sectional,Sexual risk behaviors,t,,Tobacco use
220,Association between risky sexual behavior and a psychosocial syndemic among nigerian men who have sex with men.,Oginni et al.,2019,Nigeria,Cross-sectional,Sexual risk behaviors,t,,Childhood abuse
224,Syndemic factors and HIV infection among men who have sex with men in Taiwan.,Chuang et al.,2018,Taiwan,Cross-sectional,HIV diagnosis,t,,IPV
224,Syndemic factors and HIV infection among men who have sex with men in Taiwan.,Chuang et al.,2018,Taiwan,Cross-sectional,Sexual risk behaviors,t,,IPV
224,Syndemic factors and HIV infection among men who have sex with men in Taiwan.,Chuang et al.,2018,Taiwan,Cross-sectional,HIV diagnosis,t,,Discrimination
224,Syndemic factors and HIV infection among men who have sex with men in Taiwan.,Chuang et al.,2018,Taiwan,Cross-sectional,Sexual risk behaviors,t,,Discrimination
224,Syndemic factors and HIV infection among men who have sex with men in Taiwan.,Chuang et al.,2018,Taiwan,Cross-sectional,HIV diagnosis,t,,Substance use disorder
224,Syndemic factors and HIV infection among men who have sex with men in Taiwan.,Chuang et al.,2018,Taiwan,Cross-sectional,Sexual risk behaviors,t,,Substance use disorder
233,"Combining intersectionality and syndemic theory to advance understandings of health inequities among Canadian gay, bisexual and other men who have sex with men.",Ferlatte et al.,2018,Canada,Cross-sectional,Syndemic conditions as the outcome,f,,Depression
233,"Combining intersectionality and syndemic theory to advance understandings of health inequities among Canadian gay, bisexual and other men who have sex with men.",Ferlatte et al.,2018,Canada,Cross-sectional,Sexual risk behaviors,t,,Depression
233,"Combining intersectionality and syndemic theory to advance understandings of health inequities among Canadian gay, bisexual and other men who have sex with men.",Ferlatte et al.,2018,Canada,Cross-sectional,Syndemic conditions as the outcome,f,,Substance use
233,"Combining intersectionality and syndemic theory to advance understandings of health inequities among Canadian gay, bisexual and other men who have sex with men.",Ferlatte et al.,2018,Canada,Cross-sectional,Sexual risk behaviors,t,,Substance use
233,"Combining intersectionality and syndemic theory to advance understandings of health inequities among Canadian gay, bisexual and other men who have sex with men.",Ferlatte et al.,2018,Canada,Cross-sectional,Syndemic conditions as the outcome,f,,Binge drinking
233,"Combining intersectionality and syndemic theory to advance understandings of health inequities among Canadian gay, bisexual and other men who have sex with men.",Ferlatte et al.,2018,Canada,Cross-sectional,Sexual risk behaviors,t,,Binge drinking
233,"Combining intersectionality and syndemic theory to advance understandings of health inequities among Canadian gay, bisexual and other men who have sex with men.",Ferlatte et al.,2018,Canada,Cross-sectional,Syndemic conditions as the outcome,f,,Suicidality
233,"Combining intersectionality and syndemic theory to advance understandings of health inequities among Canadian gay, bisexual and other men who have sex with men.",Ferlatte et al.,2018,Canada,Cross-sectional,Sexual risk behaviors,t,,Suicidality
233,"Combining intersectionality and syndemic theory to advance understandings of health inequities among Canadian gay, bisexual and other men who have sex with men.",Ferlatte et al.,2018,Canada,Cross-sectional,Syndemic conditions as the outcome,f,,Anxiety
233,"Combining intersectionality and syndemic theory to advance understandings of health inequities among Canadian gay, bisexual and other men who have sex with men.",Ferlatte et al.,2018,Canada,Cross-sectional,Sexual risk behaviors,t,,Anxiety
342,The interplay of syndemic production and serosorting in drug-using gay and bisexual men.,Moeller et al.,2011,USA,Cross-sectional,Sexual risk behaviors,t,,Depression
342,The interplay of syndemic production and serosorting in drug-using gay and bisexual men.,Moeller et al.,2011,USA,Cross-sectional,Sexual risk behaviors,t,,Substance use
342,The interplay of syndemic production and serosorting in drug-using gay and bisexual men.,Moeller et al.,2011,USA,Cross-sectional,Sexual risk behaviors,t,,Anxiety
342,The interplay of syndemic production and serosorting in drug-using gay and bisexual men.,Moeller et al.,2011,USA,Cross-sectional,Sexual risk behaviors,t,,Hostility
367,Association of co-occurring psychosocial health conditions and HIV infection among MSM in Malaysia: Implication of a syndemic effect,Ng et al.,2020,Malaysia,Cross-sectional,HIV diagnosis,t,,Depression
367,Association of co-occurring psychosocial health conditions and HIV infection among MSM in Malaysia: Implication of a syndemic effect,Ng et al.,2020,Malaysia,Cross-sectional,Sexual risk behaviors,t,,Depression
367,Association of co-occurring psychosocial health conditions and HIV infection among MSM in Malaysia: Implication of a syndemic effect,Ng et al.,2020,Malaysia,Cross-sectional,HIV diagnosis,t,,IPV
367,Association of co-occurring psychosocial health conditions and HIV infection among MSM in Malaysia: Implication of a syndemic effect,Ng et al.,2020,Malaysia,Cross-sectional,Sexual risk behaviors,t,,IPV
367,Association of co-occurring psychosocial health conditions and HIV infection among MSM in Malaysia: Implication of a syndemic effect,Ng et al.,2020,Malaysia,Cross-sectional,HIV diagnosis,t,,Suicidality
367,Association of co-occurring psychosocial health conditions and HIV infection among MSM in Malaysia: Implication of a syndemic effect,Ng et al.,2020,Malaysia,Cross-sectional,Sexual risk behaviors,t,,Suicidality
367,Association of co-occurring psychosocial health conditions and HIV infection among MSM in Malaysia: Implication of a syndemic effect,Ng et al.,2020,Malaysia,Cross-sectional,HIV diagnosis,t,,CSA
367,Association of co-occurring psychosocial health conditions and HIV infection among MSM in Malaysia: Implication of a syndemic effect,Ng et al.,2020,Malaysia,Cross-sectional,Sexual risk behaviors,t,,CSA
367,Association of co-occurring psychosocial health conditions and HIV infection among MSM in Malaysia: Implication of a syndemic effect,Ng et al.,2020,Malaysia,Cross-sectional,HIV diagnosis,t,,Chemsex
367,Association of co-occurring psychosocial health conditions and HIV infection among MSM in Malaysia: Implication of a syndemic effect,Ng et al.,2020,Malaysia,Cross-sectional,Sexual risk behaviors,t,,Chemsex
477,Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,STI diagnosis,f,Transgender MSM,Depression
477,Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Sexual risk behaviors,t,Transgender MSM,Depression
477,Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,STI diagnosis,f,Transgender MSM,IPV
477,Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Sexual risk behaviors,t,Transgender MSM,IPV
477,Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,STI diagnosis,f,Transgender MSM,Binge drinking
477,Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Sexual risk behaviors,t,Transgender MSM,Binge drinking
477,Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,STI diagnosis,f,Transgender MSM,Anxiety
477,Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Sexual risk behaviors,t,Transgender MSM,Anxiety
477,Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,STI diagnosis,f,Transgender MSM,CSA
477,Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Sexual risk behaviors,t,Transgender MSM,CSA
477,Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,STI diagnosis,f,Transgender MSM,Polysubstance use
477,Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Sexual risk behaviors,t,Transgender MSM,Polysubstance use
477,Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,STI diagnosis,f,Transgender MSM,Childhood abuse
477,Syndemics and gender affirmation: HIV sexual risk in female-to-male trans masculine adults reporting sexual contact with cisgender males,Reisner et al.,2016,USA,Cross-sectional,Sexual risk behaviors,t,Transgender MSM,Childhood abuse
643,Association of Co-Occurring Psychosocial Health Problems and Increased Vulnerability to HIV/AIDS among Urban Men Who Have Sex with Men,Stall et al.,2003,USA,Cross-sectional,HIV diagnosis,t,,Depression
643,Association of Co-Occurring Psychosocial Health Problems and Increased Vulnerability to HIV/AIDS among Urban Men Who Have Sex with Men,Stall et al.,2003,USA,Cross-sectional,Sexual risk behaviors,t,,Depression
643,Association of Co-Occurring Psychosocial Health Problems and Increased Vulnerability to HIV/AIDS among Urban Men Who Have Sex with Men,Stall et al.,2003,USA,Cross-sectional,HIV diagnosis,t,,IPV
643,Association of Co-Occurring Psychosocial Health Problems and Increased Vulnerability to HIV/AIDS among Urban Men Who Have Sex with Men,Stall et al.,2003,USA,Cross-sectional,Sexual risk behaviors,t,,IPV
643,Association of Co-Occurring Psychosocial Health Problems and Increased Vulnerability to HIV/AIDS among Urban Men Who Have Sex with Men,Stall et al.,2003,USA,Cross-sectional,HIV diagnosis,t,,CSA
643,Association of Co-Occurring Psychosocial Health Problems and Increased Vulnerability to HIV/AIDS among Urban Men Who Have Sex with Men,Stall et al.,2003,USA,Cross-sectional,Sexual risk behaviors,t,,CSA
643,Association of Co-Occurring Psychosocial Health Problems and Increased Vulnerability to HIV/AIDS among Urban Men Who Have Sex with Men,Stall et al.,2003,USA,Cross-sectional,HIV diagnosis,t,,Polysubstance use
643,Association of Co-Occurring Psychosocial Health Problems and Increased Vulnerability to HIV/AIDS among Urban Men Who Have Sex with Men,Stall et al.,2003,USA,Cross-sectional,Sexual risk behaviors,t,,Polysubstance use
648,Sexual behaviour patterns and STI risk: results of a cluster analysis among men who have sex with men in Portugal.,Blondeel et al.,2021,Portugal,Cross-sectional,STI diagnosis,f,,Sexual risk behaviors
648,Sexual behaviour patterns and STI risk: results of a cluster analysis among men who have sex with men in Portugal.,Blondeel et al.,2021,Portugal,Cross-sectional,HIV diagnosis,t,,Sexual risk behaviors
648,Sexual behaviour patterns and STI risk: results of a cluster analysis among men who have sex with men in Portugal.,Blondeel et al.,2021,Portugal,Cross-sectional,STI diagnosis,f,,Chemsex
648,Sexual behaviour patterns and STI risk: results of a cluster analysis among men who have sex with men in Portugal.,Blondeel et al.,2021,Portugal,Cross-sectional,HIV diagnosis,t,,Chemsex
648,Sexual behaviour patterns and STI risk: results of a cluster analysis among men who have sex with men in Portugal.,Blondeel et al.,2021,Portugal,Cross-sectional,STI diagnosis,f,,Frequenting gay social venues
648,Sexual behaviour patterns and STI risk: results of a cluster analysis among men who have sex with men in Portugal.,Blondeel et al.,2021,Portugal,Cross-sectional,HIV diagnosis,t,,Frequenting gay social venues
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,Help-seeking behaviors,f,,Depression
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,STI diagnosis,f,,Depression
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,HIV diagnosis,t,,Depression
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,Sexual risk behaviors,t,,Depression
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,Help-seeking behaviors,f,,IPV
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,STI diagnosis,f,,IPV
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,HIV diagnosis,t,,IPV
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,Sexual risk behaviors,t,,IPV
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,Help-seeking behaviors,f,,Sexual compulsivity
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,STI diagnosis,f,,Sexual compulsivity
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,HIV diagnosis,t,,Sexual compulsivity
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,Sexual risk behaviors,t,,Sexual compulsivity
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,Help-seeking behaviors,f,,Anxiety
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,STI diagnosis,f,,Anxiety
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,HIV diagnosis,t,,Anxiety
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,Sexual risk behaviors,t,,Anxiety
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,Help-seeking behaviors,f,,Alcohol Use Disorder
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,STI diagnosis,f,,Alcohol Use Disorder
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,HIV diagnosis,t,,Alcohol Use Disorder
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,Sexual risk behaviors,t,,Alcohol Use Disorder
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,Help-seeking behaviors,f,,Discrimination
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,STI diagnosis,f,,Discrimination
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,HIV diagnosis,t,,Discrimination
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,Sexual risk behaviors,t,,Discrimination
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,Help-seeking behaviors,f,,Substance use disorder
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,STI diagnosis,f,,Substance use disorder
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,HIV diagnosis,t,,Substance use disorder
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,Sexual risk behaviors,t,,Substance use disorder
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,Help-seeking behaviors,f,,ADHD
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,STI diagnosis,f,,ADHD
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,HIV diagnosis,t,,ADHD
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,Sexual risk behaviors,t,,ADHD
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,Help-seeking behaviors,f,,Alexithymia
